Job Title,Job Link,Company,Location,Skills
Back-end .NET Core Developer,https://wuzzuf.net/jobs/p/g8jwvpjdftoh-back-end-net-core-developer-spark-systems-giza-egypt,Spark Systems -,"Sheikh Zayed, Giza, Egypt ",Full TimeOn-siteExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · .net core · ASP · ASP.Net · Information Technology (IT) · Software Development · Computer Science · Software Engineering
Senior Back End Developer,https://wuzzuf.net/jobs/p/ju1cpelbrhcl-senior-back-end-developer-youxel-cairo-egypt,Youxel -,"Maadi, Cairo, Egypt ",Full TimeHybridExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Back End · Backend Development · Web Development · Computer Science · Information Technology (IT) · .NET · C# · ASP.NET
Senior Back End Developer,https://wuzzuf.net/jobs/p/qjow4fasuuum-senior-back-end-developer-misbar-alkawn-cairo-egypt,Misbar Alkawn -,"Nasr City, Cairo, Egypt ","Full TimeOn-siteExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Microservices · Clean Architecture, DDD/CQRS · event-driven architecture and infrastructure-as-code · inter-service communication, data ownership, API gateway selection, and cross-service transactions"
Junior Backend Developer (React.js / Node.js),https://wuzzuf.net/jobs/p/pb8p1gvwghil-junior-backend-developer-reactjs-nodejs-cairo-egypt,Confidential -,"Maadi, Cairo, Egypt ",Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Node.js · backend · React · Software Development · Typescript · Back-End Development · API · Information Technology (IT) · JavaScript
Back-End Developer,https://wuzzuf.net/jobs/p/3TEIk1bT5W7R-Back-End-Developer-Unique-Solutions-Network-Cairo-Egypt,Unique Solutions Network -,"Cairo, Egypt ",Full TimeOn-siteExperienced · 2+ Yrs of Exp · IT/Software Development · back-end · Computer Science · Design · .Net · Engineering · Git · Information Technology (IT) · JavaScript · MySQL
Mid-Backend Developer,https://wuzzuf.net/jobs/p/noaqn3lfma1u-mid-backend-developer-nexus-analytica-cairo-egypt,Nexus Analytica -,"Shorouk City, Cairo, Egypt ",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · IT/Software Development · back-end · Back-End Developer · Computer Science · Python · Software Engineering · Software Development · developer
Senior Back End Engineer - Node.js,https://wuzzuf.net/jobs/p/124z1R7uM4yE-Senior-Back-End-Engineer---Nodejs-Cairo-Egypt,Confidential -,"New Cairo, Cairo, Egypt ",Full TimeOn-siteExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Node.js · gRPC · MySQL · MongoDB · Socket.io · azure cloud
Backend Developer,https://wuzzuf.net/jobs/p/bkelvhbxre9k-backend-developer-cairo-egypt,Confidential -,"Cairo, Egypt ",Full TimeFreelance / ProjectRemoteExperienced · 2 - 4 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · MySQL · backend · Computer Science · Software Engineering · front-end · Information Technology (IT) · PHP
Backend Developer,https://wuzzuf.net/jobs/p/oaqrhoxisuse-backend-developer-paymint-cairo-egypt,Paymint -,"Maadi, Cairo, Egypt ",Full TimeOn-siteExperienced · 3 - 6 Yrs of Exp · IT/Software Development · back-end · Laravel · PHP · Software Engineering · Software Development · HTML5 · CSS
Backend Developer - PHP & Laravel,https://wuzzuf.net/jobs/p/syeudlc1dsrh-backend-developer---php-laravel-softxpert-incorporation-alexandria-egypt,Softxpert Incorporation  -,"Alexandria, Egypt ",Full TimeHybridExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Computer Science · Engineering · Information Technology (IT) · Laravel · Software · Software Development · Software Engineering · PHP · Angular
Senior Liferay Developer,https://wuzzuf.net/jobs/p/ogzhvvrlzugg-senior-liferay-developer-aliaict-cairo-egypt,Aliaict -,"Nasr City, Cairo, Egypt ",Full TimeHybridExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Liferay · Liferay Portal · Liferay DXP · Java · Information Technology (IT) · Computer Science · front-end web development · React
Senior Backend Developer ,https://wuzzuf.net/jobs/p/tquzpkyphrj4-senior-backend-developer -ezeats-cairo-egypt,EZeats  -,"Heliopolis, Cairo, Egypt ",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · backend · Computer Science · Information Technology (IT) · Software Development · Engineering · Development · AWS · Node.js
Senior Backend (Node.js),https://wuzzuf.net/jobs/p/8snuffapuj6n-senior-backend-nodejs-erada-cairo-egypt,Erada -,"Maadi, Cairo, Egypt ",Full TimeHybridExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Computer Science · Software Development · Node.js · backend · Docker · Microservice Architecture
Senior Full Stack Developer,https://wuzzuf.net/jobs/p/ypzilv14bfmb-senior-full-stack-developer-52nd-solution-cairo-egypt,52nd Solution  -,"Cairo, Egypt ",Full TimeHybridExperienced · 5 - 20 Yrs of Exp · IT/Software Development · back-end · Angular · Computer Science · front-end · Web · Software · Software Development · c# · dotnet
Back-End Lead (Node JS),https://wuzzuf.net/jobs/p/fhwPpsIWZsui-Back-End-Lead-Node-JS-Algoriza-Giza-Egypt,Algoriza -,"Giza, Egypt ",Full TimeHybridExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Node.js · backend · Development
Senior Android Developer,https://wuzzuf.net/jobs/p/ybeovnh1pthh-senior-android-developer-expert-apps-cairo-egypt,Expert Apps -,"Maadi, Cairo, Egypt ",Full TimeHybridExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · back-end · APIs · computer · Computer Science · Information Technology (IT) · Offline storage · RESTful
Senior Backend PHP (Laravel),https://wuzzuf.net/jobs/p/1xcrokfnvwp7-senior-backend-php-laravel-rahala-giza-egypt,Rahala -,"Giza, Egypt ",Full TimeOn-siteExperienced · 4 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Laravel · Agile · Angular · PHP · backend · senior backend · Git · CSS
Front End Angular Developer,https://wuzzuf.net/jobs/p/vjcq4iao965t-front-end-angular-developer-tab-erp-solutions-cairo-egypt,TAB ERP Solutions -,"New Cairo, Cairo, Egypt ",Full TimeRemoteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Angular · Bootstrap · APIs · CSS · Design · Information Technology (IT) · JSON · JavaScript
Front End Developer,https://wuzzuf.net/jobs/p/2VZs1nQfMpH6-Front-End-Developer-Tradeline-Stores-Giza-Egypt,Tradeline Stores -,"Sheikh Zayed, Giza, Egypt ",Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Angular · Design · front-end · Ionic · Software Development · Web Development
Front-End Developer,https://wuzzuf.net/jobs/p/n5klhk51n2ya-front-end-developer-52nd-solution-cairo-egypt,52nd Solution  -,"New Cairo, Cairo, Egypt ",Full TimeHybridExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Front End · Information Technology (IT) · Engineering · Software Development · Angular · Git · HTML5 · CSS3
Senior Full Stack Developer,https://wuzzuf.net/jobs/p/xdesbrvhwveg-senior-full-stack-developer-mojaa-cairo-egypt,Mojaa -,"New Cairo, Cairo, Egypt ",Full TimeOn-siteExperienced · 5 - 15 Yrs of Exp · IT/Software Development · Full Stack Development · React · Vibe Coding · AI · Azure · Product Development · API · graphQL · Windsurf
Senior Front End Developer - Vue,https://wuzzuf.net/jobs/p/ggrhdog2xymo-senior-front-end-developer-vue-our-education-cairo-egypt,Our Education -,"Nasr City, Cairo, Egypt ",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Information Technology (IT) · CSS · javaScript · HTML5 · Vue · CSS3 · React · SASS · LESS
Senior Front-End React Developer,https://wuzzuf.net/jobs/p/yf4qmeijmmeb-senior-front-end-react-developer-bydotpy-cairo-egypt,Bydotpy -,"Maadi, Cairo, Egypt ",Full TimeHybridExperienced · 4 - 8 Yrs of Exp · IT/Software Development · React · React.js · React js · JavaScript · Typescript · Redux · context api · RESTful APIs · HTML5
BackEnd Developer (Golang),https://wuzzuf.net/jobs/p/meht4v9bhvpo-backend-developer-golang-invento-cairo-egypt,INVENTO -,"Maadi, Cairo, Egypt ",Full TimeRemoteExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · backend · Golang · Computer Science · Programming Language · API · Software Development · GraphQL · JavaScript
Mid Level Backend Developer{.Net Core}..,https://wuzzuf.net/jobs/p/z6nwqtqnybse-mid-level-backend-developernet-core-rtr-software-solutions-cairo-egypt,RTR Software Solutions  -,"Nasr City, Cairo, Egypt ",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Agile · ASP.Net · Azure · C# · Communication skills · Computer Science · Git · Information Technology (IT) · Microsoft
Back End Developer | Mern Stack,https://wuzzuf.net/jobs/p/g/ypwa7shkdy4m-back-end-developer-mern-stack-royal-class-dubai-united-arab-emirates,Royal Class -,"Dubai, United Arab Emirates ",Full TimeEntry Level · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · software development · javascript · git · sql · apis
"Back End Developer, Trilogy (Remote) - $60,000/year USD",https://wuzzuf.net/jobs/p/g/v1ifduquzq6s-back-end-developer-trilogy-remote---60000year-usd-trilogy-dubai-united-arab-emirates,Trilogy -,"Dubai, United Arab Emirates ",Full TimeEntry Level · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · Software Engineering · PHP · javaScript · Engineering
"Senior Software Engineer, Fintech",https://wuzzuf.net/jobs/p/Fijpq8JZzpxr-Senior-Software-Engineer-Fintech-Optasia-Cairo-Egypt,Optasia -,"Downtown, Cairo, Egypt ",Full TimeHybridExperienced · 7+ Yrs of Exp · IT/Software Development · back-end · coding · NoSQL · Information Technology (IT) · Software Development · Programming · JavaScript · Java · Docker
Full Stack Developer,https://wuzzuf.net/jobs/p/HhDLBqJAMTND-Full-Stack-Developer-Cairo-Egypt,Confidential -,"Cairo, Egypt ",Full TimeRemoteEntry Level · 1 - 5 Yrs of Exp · IT/Software Development · Node.js · REST · back-end · front-end · React · Information Technology (IT) · Development · Computer Science · JavaScript
Front End Developer,https://wuzzuf.net/jobs/p/mtsegtdrljoh-front-end-developer-paymint-cairo-egypt,Paymint -,"Maadi, Cairo, Egypt ",Full TimeHybridExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Vue.js · HTML · SEO · CSS3 · Git · jQuery · JavaScript
Senior Backend Developer,https://wuzzuf.net/jobs/p/9iklmmxmqd2a-senior-backend-developer-k-line-europe-cairo-egypt,K Line Europe -,"Cairo, Egypt ",Full TimeRemoteExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · API · backend · Computer Science · Design · JavaScript · REST · NoSQL · Git
Senior Backend Developer (.NET Core),https://wuzzuf.net/jobs/p/PkdGxORYRgbZ-Senior-Backend-Developer-NET-Core-INVENTO-Cairo-Egypt,INVENTO -,"Maadi, Cairo, Egypt ",Full TimeRemoteExperienced · 5 - 8 Yrs of Exp · IT/Software Development · .net core · C# · SQL · ASP.NET Core · ASP.Net Web API · Software Development · OOP · Web Services
Angular Frontend Developer,https://wuzzuf.net/jobs/p/dc2pxnpou9fs-angular-frontend-developer-ultimate-solutions-egypt-giza-egypt,Ultimate Solutions Egypt -,"Sheikh Zayed, Giza, Egypt ",Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Angular · Agile · CSS · front-end · CSS3 · HTML5
Front End Developer (React.js),https://wuzzuf.net/jobs/p/VEzFD9XTTsrP-Front-End-Developer-Reactjs-Finiex-Soft-Alexandria-Egypt,Finiex Soft  -,"Fleming, Alexandria, Egypt ",Full TimeHybridExperienced · 2 - 5 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · CSS · JavaScript · Software Development · front-end · Web Development · Vue.js · Development
Front End Developer,https://wuzzuf.net/jobs/p/4r4V4kytLc1C-Front-End-Developer-Unique-Solutions-Network-Cairo-Egypt,Unique Solutions Network -,"Cairo, Egypt ",Full TimeOn-siteExperienced · 2+ Yrs of Exp · IT/Software Development · Agile · APIs · Computer Science · CSS3 · Design · front-end · HTML5 · Information Technology (IT) · JavaScript
Senior PHP Developer (Laravel),https://wuzzuf.net/jobs/p/3vjmejy6qcay-senior-php-developer-laravel-our-education-cairo-egypt,Our Education -,"Nasr City, Cairo, Egypt ",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Computer Science · Laravel · HTML5 · CSS3 · MVC · Programming · javaScript
Front End Developer ERP SYSTEM IS AMUST,https://wuzzuf.net/jobs/p/2Zn00paOehb2-Front-End-Developer-ERP-SYSTEM-IS-AMUST-Maxevia-Corporate-Cairo-Egypt,Maxevia Corporate -,"Nasr City, Cairo, Egypt ",Full TimeOn-siteExperienced · 1 - 1 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · CSS · CSS3 · front-end · HTML · HTML5
Frontend Engineer,https://wuzzuf.net/jobs/p/nw57ppr6wnet-frontend-engineer-devency-cairo-egypt,Devency    -,"Nozha, Cairo, Egypt ",Full TimeRemoteExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Other · Software Development · Engineering · React · React.js · UI · front-end · Typescript · Agile
Senior Laravel Developer,https://wuzzuf.net/jobs/p/qauaxnqnbcum-senior-laravel-developer-34ml-cairo-egypt,34ML -,"Heliopolis, Cairo, Egypt ",Full TimeHybridExperienced · 1 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Development · Information Technology (IT) · Software Engineering · MVC · Engineering · Git
Next-JS Mid level Developer,https://wuzzuf.net/jobs/p/ctwiqqwu50qr-next-js-mid-level-developer-techflipp-cairo-egypt,Techflipp -,"Cairo, Egypt ",Full TimeRemoteExperienced · 2 - 4 Yrs of Exp · IT/Software Development · nextjs · Software Development · front-end · APIs · SSRS · Typescript · Software Engineering · UI · UI/UX
Senior Front End Engineer - Angular,https://wuzzuf.net/jobs/p/hUJf1c6XSSQc-Senior-Front-End-Engineer---Angular-Cairo-Egypt,Confidential -,"New Cairo, Cairo, Egypt ",Full TimeOn-siteExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Software Development · Clean Code
Angular Front End Developer,https://wuzzuf.net/jobs/p/AYWCygEiBCbu-Angular-Front-End-Developer-Digital-Cubic-Smart-Solution-Sharjah-United-Arab-Emirates,Digital Cubic Smart Solution -,"Sharjah, United Arab Emirates ",Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Angular · angular CLI · Design · Development · front-end · Software · Software Development · Information Technology (IT) · Web Development
Senior Front-End Developer - Angular,https://wuzzuf.net/jobs/p/fkpqgkmbm6p9-senior-front-end-developer---angular-invento-cairo-egypt,INVENTO -,"Maadi, Cairo, Egypt ",Full TimeRemoteExperienced · 4 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · front-end · Design · Computer Science · Bootstrap · CSS3 · Information Technology (IT) · JavaScript
WordPress Developer,https://wuzzuf.net/jobs/p/i2g4sFCbIK8m-WordPress-Developer-Road9-Media-Cairo-Egypt,Road9 Media -,"Maadi, Cairo, Egypt ",Full TimeRemoteExperienced · 2 - 4 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · WordPress · WordPress CMS · WordPress Development · JavaScript · MySQL · PHP · Plugins
Senior ERP Developer,https://wuzzuf.net/jobs/p/jmnqq1bw5imk-senior-erp-developer-milkys---the-milkman-giza-egypt,Milkys - The Milkman -,"Sheikh Zayed, Giza, Egypt ",Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Programming · ERP-NEXT · Python · R · Front-End Development · Web Development · Agile
Web Developer ( Shopify ),https://wuzzuf.net/jobs/p/zvzqlenavtz9-web-developer-shopify-7tec-cairo-egypt,7tec -,"Cairo, Egypt ",Part TimeFreelance / ProjectRemoteExperienced · 2 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · CSS3 · front-end · HTML5 · Information Technology (IT) · MySQL · PHP · SEO
Full Stack Developer,https://wuzzuf.net/jobs/p/7zozhz9slpsd-full-stack-developer-lo-la-cairo-egypt,lo la  -,"Rehab City, Cairo, Egypt ",Full TimeRemoteExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · APIs · JavaScript · AWS · Computer Science · backend · Node.js · MongoDB · Software Development
Senior Front End Developer (Angular),https://wuzzuf.net/jobs/p/RAN2JeAig8Ef-Senior-Front-End-Developer-Angular-Exceed-Cairo-Egypt,Exceed -,"Cairo, Egypt ",Full TimeRemoteExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · JavaScript · Web Development · CSS3 · Computer Science · Design · Agile · HTML5
Full Stack Developer,https://wuzzuf.net/jobs/p/f0srvtlxsi10-full-stack-developer-3rcontracting-cairo-egypt,3rcontracting -,"Maadi, Cairo, Egypt ",Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · Web Development · Software Engineering
Senior Angular Developer,https://wuzzuf.net/jobs/p/h4zvqaxamfpy-senior-angular-developer-al-ateeq-software-cairo-egypt,Al Ateeq Software -,"Heliopolis, Cairo, Egypt ",Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Communication skills · Computer Science · front-end · Information Technology (IT) · Software Engineering · UI/UX · Development
Software Engineer,https://wuzzuf.net/jobs/p/tWH5suvRcTqg-Software-Engineer-Mezan-Technologies-Co-Cairo-Egypt,Mezan Technologies Co -,"Cairo, Egypt ",Full TimeRemoteExperienced · 2 - 10 Yrs of Exp · IT/Software Development · Software Development · Software Engineering · Typescript · SQL · backend · Computer Science · Information Technology (IT) · ORM · React
Full Stack Developer,https://wuzzuf.net/jobs/p/srurrzmf5sga-full-stack-developer-misr-university-for-science-and-technology-giza-egypt,Misr University for Science and Technology -,"6th of October, Giza, Egypt ",Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · .Net · Software Development · Git · Engineering · Information Technology (IT) · jQuery
Full-Stack Developer,https://wuzzuf.net/jobs/p/aurdznyptihj-full-stack-developer-cairo-egypt,Confidential -,"Cairo, Egypt ",Full TimeRemoteExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Angular · Computer Science · CSS · HTML · SQL · Information Technology (IT) · JavaScript
Senior Full Stack Developer,https://wuzzuf.net/jobs/p/TCGv5hYGparn-Senior-Full-Stack-Developer-Cairo-Egypt,Confidential -,"Cairo, Egypt ",Full TimeRemoteExperienced · 6+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · APIs · Agile · AWS · Computer Science · Development · front-end · Information Technology (IT) · Java
Full Stack Developer,https://wuzzuf.net/jobs/p/iq2rqh3tkncp-full-stack-developer-santa-clara-united-states,Confidential -,"Santa Clara, United States ",Part TimeRemoteExperienced · 8 - 12 Yrs of Exp · IT/Software Development · JavaScript · Full Stack · Angular · Computer Science · CSS · HTML · Information Technology (IT) · Java · jQuery
Frontend Developer (React),https://wuzzuf.net/jobs/p/bef104ejdu8k-frontend-developer-react-nexus-analytica-cairo-egypt,Nexus Analytica -,"Shorouk City, Cairo, Egypt ",Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Other · Computer Science · Engineering · React · Software Development
Senior Full Stack Developer (.NET Core & Angular),https://wuzzuf.net/jobs/p/c5eox4waizfl-senior-full-stack-developer-net-core-angular-nile-tronix-cairo-egypt,Nile Tronix -,"Heliopolis, Cairo, Egypt ",Full TimeOn-siteExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CSS · .Net · jQuery · Software Development · Web Development · SQL · Angular · Full Stack
Signal Integrity & RF Systems Engineer,https://wuzzuf.net/internship/idh7vmhmxmf4-signal-integrity-rf-systems-engineer-ottawave-cairo-egypt,Ottawave -,"Cairo, Egypt ",InternshipRemoteStudent · IT/Software Development · Software Development · Matlab · Web Based · Python · OCTAVE · REST · HTML · CSS · Development
iOS Developer,https://wuzzuf.net/jobs/p/kbztaibpuqsn-ios-developer-mobily-infotech-ltd-india-cairo-egypt,MOBILY INFOTECH LTD INDIA -,"Cairo, Egypt ",Full TimeHybridExperienced · 5 - 8 Yrs of Exp · IT/Software Development · iOS · SwiftUI · Objective-C · iOS SDK · APIs · App Store · Computer Science · Design · Development
Windows Application Developer,https://wuzzuf.net/jobs/p/vzvypwgnvejl-windows-application-developer-finiex-soft-alexandria-egypt,Finiex Soft  -,"Alexandria, Egypt ",Full TimeRemoteExperienced · 3 - 5 Yrs of Exp · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Agile · Development · Programming · Software Engineering · Computer Science · Information Technology (IT) · Software Development
Javascript Developer (Nuxeo),https://wuzzuf.net/jobs/p/y772XRkOHZds-Javascript-Developer-Nuxeo-Pure-Group-Cairo-Egypt,Pure Group  -,"Cairo, Egypt ",Full TimeHybridExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · JavaScript · LitElement · Angular · React · Sass · Less · ECM · Polymer
Mid-Level Fullstack Developer (Django + React),https://wuzzuf.net/jobs/p/zhkb6cfob2ek-mid-level-fullstack-developer-django-react-nexus-analytica-cairo-egypt,Nexus Analytica -,"Shorouk City, Cairo, Egypt ",Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Other · Computer Science · Full Stack Development · Django · React
Senior Full Stack Developer,https://wuzzuf.net/jobs/p/wfi8qjpo9hwk-senior-full-stack-developer-initium-solutions-giza-egypt,Initium Solutions -,"Dokki, Giza, Egypt ",Full TimeHybridExperienced · 4 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · CRM System · CRM · Full Stack · Microsoft Dynamics · CRM Dynamics · Microsoft SQL Server · Full Stack Development
Chief Financial Officer,https://wuzzuf.net/jobs/p/le8fpzrqsrbq-chief-financial-officer-union-coatings-chemical-industries-cairo-egypt,Union Coatings & Chemical Industries -,"Cairo, Egypt ",Full TimeHybridManager · 3 - 5 Yrs of Exp · Accounting/Finance · Business Development · Operations/Management · business · ERP · Finance · Supply Chain · MBA · Operations
Chatbot Developer,https://wuzzuf.net/jobs/p/lbj9cg78xnml-chatbot-developer-mobily-infotech-ltd-india-cairo-egypt,MOBILY INFOTECH LTD INDIA -,"New Cairo, Cairo, Egypt ",Full TimeHybridExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · chatbot · Chatbot developer · Computer Science · Software Development · Information Technology (IT)
Senior Full Stack Developer - Power Platform,https://wuzzuf.net/jobs/p/gpu5ehr5jseq-senior-full-stack-developer---power-platform-initium-solutions-giza-egypt,Initium Solutions -,"Giza, Giza, Egypt ",Full TimeHybridExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · Computer Science · Full Stack · Software Development · .Net Framework · Microsoft .Net Framework · SQL · PHP
Senior Full Stack Developer (.NET Core & Angular),https://wuzzuf.net/jobs/p/r4akvysnzr4l-senior-full-stack-developer-net-core-angular-softprograms-cairo-egypt,softprograms -,"Nasr City, Cairo, Egypt ",Full TimeHybridExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · CSS3 · Git · HTML5 · Information Technology (IT) · JavaScript · jQuery · Software Development
